product_code,size,site,style_name,color,offer_url
,14,very,Barbour Faye Striped Sweatshirt,Beige,https://www.very.co.uk/barbour-faye-striped-sweatshirt-beige/1601183774.prd
,16,very,Barbour Faye Striped Sweatshirt,Beige,https://www.very.co.uk/barbour-faye-striped-sweatshirt-beige/1601183774.prd
,18,very,Barbour Faye Striped Sweatshirt,Beige,https://www.very.co.uk/barbour-faye-striped-sweatshirt-beige/1601183774.prd
,8,very,Barbour Faye Top,Navy,https://www.very.co.uk/barbour-faye-top-navy/1601183779.prd
,10,very,Barbour Faye Top,Navy,https://www.very.co.uk/barbour-faye-top-navy/1601183779.prd
,12,very,Barbour Faye Top,Navy,https://www.very.co.uk/barbour-faye-top-navy/1601183779.prd
,14,very,Barbour Faye Top,Navy,https://www.very.co.uk/barbour-faye-top-navy/1601183779.prd
,16,very,Barbour Faye Top,Navy,https://www.very.co.uk/barbour-faye-top-navy/1601183779.prd
,18,very,Barbour Faye Top,Navy,https://www.very.co.uk/barbour-faye-top-navy/1601183779.prd
,8,very,Barbour Faye Top,Beige,https://www.very.co.uk/barbour-faye-top-beige/1601183829.prd
,10,very,Barbour Faye Top,Beige,https://www.very.co.uk/barbour-faye-top-beige/1601183829.prd
,12,very,Barbour Faye Top,Beige,https://www.very.co.uk/barbour-faye-top-beige/1601183829.prd
,14,very,Barbour Faye Top,Beige,https://www.very.co.uk/barbour-faye-top-beige/1601183829.prd
,16,very,Barbour Faye Top,Beige,https://www.very.co.uk/barbour-faye-top-beige/1601183829.prd
,18,very,Barbour Faye Top,Beige,https://www.very.co.uk/barbour-faye-top-beige/1601183829.prd
,6,very,Barbour Hadston Two Tone Chukka Boots,Brown,https://www.very.co.uk/barbour-hadston-two-tone-chukka-boots-brown/1601180570.prd
,7,very,Barbour Hadston Two Tone Chukka Boots,Brown,https://www.very.co.uk/barbour-hadston-two-tone-chukka-boots-brown/1601180570.prd
,8,very,Barbour Hadston Two Tone Chukka Boots,Brown,https://www.very.co.uk/barbour-hadston-two-tone-chukka-boots-brown/1601180570.prd
,9,very,Barbour Hadston Two Tone Chukka Boots,Brown,https://www.very.co.uk/barbour-hadston-two-tone-chukka-boots-brown/1601180570.prd
,10,very,Barbour Hadston Two Tone Chukka Boots,Brown,https://www.very.co.uk/barbour-hadston-two-tone-chukka-boots-brown/1601180570.prd
,11,very,Barbour Hadston Two Tone Chukka Boots,Brown,https://www.very.co.uk/barbour-hadston-two-tone-chukka-boots-brown/1601180570.prd
,12,very,Barbour Hadston Two Tone Chukka Boots,Brown,https://www.very.co.uk/barbour-hadston-two-tone-chukka-boots-brown/1601180570.prd
,6,very,Barbour Hale Waxed Leather Chelsea Boots,Black,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-black/1601180576.prd
,7,very,Barbour Hale Waxed Leather Chelsea Boots,Black,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-black/1601180576.prd
,8,very,Barbour Hale Waxed Leather Chelsea Boots,Black,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-black/1601180576.prd
,9,very,Barbour Hale Waxed Leather Chelsea Boots,Black,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-black/1601180576.prd
,10,very,Barbour Hale Waxed Leather Chelsea Boots,Black,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-black/1601180576.prd
,11,very,Barbour Hale Waxed Leather Chelsea Boots,Black,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-black/1601180576.prd
,12,very,Barbour Hale Waxed Leather Chelsea Boots,Black,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-black/1601180576.prd
,6,very,Barbour Hale Waxed Leather Chelsea Boots,Brown,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-brown/1601180577.prd
,7,very,Barbour Hale Waxed Leather Chelsea Boots,Brown,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-brown/1601180577.prd
,8,very,Barbour Hale Waxed Leather Chelsea Boots,Brown,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-brown/1601180577.prd
,9,very,Barbour Hale Waxed Leather Chelsea Boots,Brown,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-brown/1601180577.prd
,10,very,Barbour Hale Waxed Leather Chelsea Boots,Brown,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-brown/1601180577.prd
,11,very,Barbour Hale Waxed Leather Chelsea Boots,Brown,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-brown/1601180577.prd
,12,very,Barbour Hale Waxed Leather Chelsea Boots,Brown,https://www.very.co.uk/barbour-hale-waxed-leather-chelsea-boots-brown/1601180577.prd
,3,very,Barbour Halton Chelsea Welly,Brown,https://www.very.co.uk/barbour-halton-chelsea-welly-brown/1601183708.prd
,4,very,Barbour Halton Chelsea Welly,Brown,https://www.very.co.uk/barbour-halton-chelsea-welly-brown/1601183708.prd
,5,very,Barbour Halton Chelsea Welly,Brown,https://www.very.co.uk/barbour-halton-chelsea-welly-brown/1601183708.prd
,6,very,Barbour Halton Chelsea Welly,Brown,https://www.very.co.uk/barbour-halton-chelsea-welly-brown/1601183708.prd
,7,very,Barbour Halton Chelsea Welly,Brown,https://www.very.co.uk/barbour-halton-chelsea-welly-brown/1601183708.prd
,8,very,Barbour Halton Chelsea Welly,Brown,https://www.very.co.uk/barbour-halton-chelsea-welly-brown/1601183708.prd
,3,very,Barbour Halton Chelsea Welly,Black,https://www.very.co.uk/barbour-halton-chelsea-welly-black/1601011382.prd
,4,very,Barbour Halton Chelsea Welly,Black,https://www.very.co.uk/barbour-halton-chelsea-welly-black/1601011382.prd
,5,very,Barbour Halton Chelsea Welly,Black,https://www.very.co.uk/barbour-halton-chelsea-welly-black/1601011382.prd
,6,very,Barbour Halton Chelsea Welly,Black,https://www.very.co.uk/barbour-halton-chelsea-welly-black/1601011382.prd
,7,very,Barbour Halton Chelsea Welly,Black,https://www.very.co.uk/barbour-halton-chelsea-welly-black/1601011382.prd
,8,very,Barbour Halton Chelsea Welly,Black,https://www.very.co.uk/barbour-halton-chelsea-welly-black/1601011382.prd
,9,very,Barbour Halton Chelsea Welly,Black,https://www.very.co.uk/barbour-halton-chelsea-welly-black/1601011382.prd
,3,very,Barbour Harewood Sandal,Black,https://www.very.co.uk/barbour-harewood-sandal-black/1601100343.prd
,4,very,Barbour Harewood Sandal,Black,https://www.very.co.uk/barbour-harewood-sandal-black/1601100343.prd
,5,very,Barbour Harewood Sandal,Black,https://www.very.co.uk/barbour-harewood-sandal-black/1601100343.prd
,6,very,Barbour Harewood Sandal,Black,https://www.very.co.uk/barbour-harewood-sandal-black/1601100343.prd
,7,very,Barbour Harewood Sandal,Black,https://www.very.co.uk/barbour-harewood-sandal-black/1601100343.prd
,8,very,Barbour Harewood Sandal,Black,https://www.very.co.uk/barbour-harewood-sandal-black/1601100343.prd
,8,very,Barbour Harper Sweatshirt,White,https://www.very.co.uk/barbour-harper-sweatshirt-white/1601183810.prd
,10,very,Barbour Harper Sweatshirt,White,https://www.very.co.uk/barbour-harper-sweatshirt-white/1601183810.prd
,12,very,Barbour Harper Sweatshirt,White,https://www.very.co.uk/barbour-harper-sweatshirt-white/1601183810.prd
,14,very,Barbour Harper Sweatshirt,White,https://www.very.co.uk/barbour-harper-sweatshirt-white/1601183810.prd
,16,very,Barbour Harper Sweatshirt,White,https://www.very.co.uk/barbour-harper-sweatshirt-white/1601183810.prd
,18,very,Barbour Harper Sweatshirt,White,https://www.very.co.uk/barbour-harper-sweatshirt-white/1601183810.prd
,XXL,very,Barbour International - Exclusive - Overhead Hoodie,Light Grey,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-light-grey/1601174456.prd
,XXXL,very,Barbour International - Exclusive - Overhead Hoodie,Light Grey,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-light-grey/1601174456.prd
,L,very,Barbour International - Exclusive - Overhead Hoodie,Light Grey,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-light-grey/1601174456.prd
,M,very,Barbour International - Exclusive - Overhead Hoodie,Light Grey,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-light-grey/1601174456.prd
,S,very,Barbour International - Exclusive - Overhead Hoodie,Light Grey,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-light-grey/1601174456.prd
,XL,very,Barbour International - Exclusive - Overhead Hoodie,Light Grey,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-light-grey/1601174456.prd
,8,very,Barbour International Aria Faux Leather Wide Leg Trouser,Black,https://www.very.co.uk/barbour-international-aria-faux-leather-wide-leg-trouser-black/1601011827.prd
,10,very,Barbour International Aria Faux Leather Wide Leg Trouser,Black,https://www.very.co.uk/barbour-international-aria-faux-leather-wide-leg-trouser-black/1601011827.prd
,12,very,Barbour International Aria Faux Leather Wide Leg Trouser,Black,https://www.very.co.uk/barbour-international-aria-faux-leather-wide-leg-trouser-black/1601011827.prd
,14,very,Barbour International Aria Faux Leather Wide Leg Trouser,Black,https://www.very.co.uk/barbour-international-aria-faux-leather-wide-leg-trouser-black/1601011827.prd
,16,very,Barbour International Aria Faux Leather Wide Leg Trouser,Black,https://www.very.co.uk/barbour-international-aria-faux-leather-wide-leg-trouser-black/1601011827.prd
,18,very,Barbour International Aria Faux Leather Wide Leg Trouser,Black,https://www.very.co.uk/barbour-international-aria-faux-leather-wide-leg-trouser-black/1601011827.prd
,XXL,very,Barbour International Authentics Morgan Crew Sweat Top,Dark Red,https://www.very.co.uk/barbour-international-authentics-morgan-crew-sweat-top-dark-red/1601174471.prd
,XXXL,very,Barbour International Authentics Morgan Crew Sweat Top,Dark Red,https://www.very.co.uk/barbour-international-authentics-morgan-crew-sweat-top-dark-red/1601174471.prd
,L,very,Barbour International Authentics Morgan Crew Sweat Top,Dark Red,https://www.very.co.uk/barbour-international-authentics-morgan-crew-sweat-top-dark-red/1601174471.prd
,M,very,Barbour International Authentics Morgan Crew Sweat Top,Dark Red,https://www.very.co.uk/barbour-international-authentics-morgan-crew-sweat-top-dark-red/1601174471.prd
,S,very,Barbour International Authentics Morgan Crew Sweat Top,Dark Red,https://www.very.co.uk/barbour-international-authentics-morgan-crew-sweat-top-dark-red/1601174471.prd
,XL,very,Barbour International Authentics Morgan Crew Sweat Top,Dark Red,https://www.very.co.uk/barbour-international-authentics-morgan-crew-sweat-top-dark-red/1601174471.prd
,8,very,Barbour International B.intl Dakota Trousers,Beige,https://www.very.co.uk/barbour-international-bintl-dakota-trousers-beige/1601100946.prd
,10,very,Barbour International B.intl Dakota Trousers,Beige,https://www.very.co.uk/barbour-international-bintl-dakota-trousers-beige/1601100946.prd
,12,very,Barbour International B.intl Dakota Trousers,Beige,https://www.very.co.uk/barbour-international-bintl-dakota-trousers-beige/1601100946.prd
,14,very,Barbour International B.intl Dakota Trousers,Beige,https://www.very.co.uk/barbour-international-bintl-dakota-trousers-beige/1601100946.prd
,16,very,Barbour International B.intl Dakota Trousers,Beige,https://www.very.co.uk/barbour-international-bintl-dakota-trousers-beige/1601100946.prd
,18,very,Barbour International B.intl Dakota Trousers,Beige,https://www.very.co.uk/barbour-international-bintl-dakota-trousers-beige/1601100946.prd
,8,very,Barbour International B.intl Diablo Quilted Sweat,Black,https://www.very.co.uk/barbour-international-bintl-diablo-quilted-sweat-black/1601183831.prd
,10,very,Barbour International B.intl Diablo Quilted Sweat,Black,https://www.very.co.uk/barbour-international-bintl-diablo-quilted-sweat-black/1601183831.prd
,12,very,Barbour International B.intl Diablo Quilted Sweat,Black,https://www.very.co.uk/barbour-international-bintl-diablo-quilted-sweat-black/1601183831.prd
,14,very,Barbour International B.intl Diablo Quilted Sweat,Black,https://www.very.co.uk/barbour-international-bintl-diablo-quilted-sweat-black/1601183831.prd
,16,very,Barbour International B.intl Diablo Quilted Sweat,Black,https://www.very.co.uk/barbour-international-bintl-diablo-quilted-sweat-black/1601183831.prd
,18,very,Barbour International B.intl Diablo Quilted Sweat,Black,https://www.very.co.uk/barbour-international-bintl-diablo-quilted-sweat-black/1601183831.prd
,8,very,Barbour International B.intl Priya Hoodie,White,https://www.very.co.uk/barbour-international-bintl-priya-hoodie-white/1601101034.prd
,10,very,Barbour International B.intl Priya Hoodie,White,https://www.very.co.uk/barbour-international-bintl-priya-hoodie-white/1601101034.prd
,12,very,Barbour International B.intl Priya Hoodie,White,https://www.very.co.uk/barbour-international-bintl-priya-hoodie-white/1601101034.prd
,14,very,Barbour International B.intl Priya Hoodie,White,https://www.very.co.uk/barbour-international-bintl-priya-hoodie-white/1601101034.prd
,16,very,Barbour International B.intl Priya Hoodie,White,https://www.very.co.uk/barbour-international-bintl-priya-hoodie-white/1601101034.prd
,18,very,Barbour International B.intl Priya Hoodie,White,https://www.very.co.uk/barbour-international-bintl-priya-hoodie-white/1601101034.prd
,8,very,Barbour International Dakota Knitted Midi Dress,Cream,https://www.very.co.uk/barbour-international-dakota-knitted-midi-dress-cream/1601100977.prd
,10,very,Barbour International Dakota Knitted Midi Dress,Cream,https://www.very.co.uk/barbour-international-dakota-knitted-midi-dress-cream/1601100977.prd
,12,very,Barbour International Dakota Knitted Midi Dress,Cream,https://www.very.co.uk/barbour-international-dakota-knitted-midi-dress-cream/1601100977.prd
,14,very,Barbour International Dakota Knitted Midi Dress,Cream,https://www.very.co.uk/barbour-international-dakota-knitted-midi-dress-cream/1601100977.prd
,16,very,Barbour International Dakota Knitted Midi Dress,Cream,https://www.very.co.uk/barbour-international-dakota-knitted-midi-dress-cream/1601100977.prd
,18,very,Barbour International Dakota Knitted Midi Dress,Cream,https://www.very.co.uk/barbour-international-dakota-knitted-midi-dress-cream/1601100977.prd
,8,very,Barbour International Della Midi Dress,Black,https://www.very.co.uk/barbour-international-della-midi-dress-black/1601061008.prd
,10,very,Barbour International Della Midi Dress,Black,https://www.very.co.uk/barbour-international-della-midi-dress-black/1601061008.prd
,12,very,Barbour International Della Midi Dress,Black,https://www.very.co.uk/barbour-international-della-midi-dress-black/1601061008.prd
,14,very,Barbour International Della Midi Dress,Black,https://www.very.co.uk/barbour-international-della-midi-dress-black/1601061008.prd
,16,very,Barbour International Della Midi Dress,Black,https://www.very.co.uk/barbour-international-della-midi-dress-black/1601061008.prd
,18,very,Barbour International Della Midi Dress,Black,https://www.very.co.uk/barbour-international-della-midi-dress-black/1601061008.prd
,8,very,Barbour International Diablo Quilted Sweat,Off White,https://www.very.co.uk/barbour-international-diablo-quilted-sweat-off-white/1601183811.prd
,10,very,Barbour International Diablo Quilted Sweat,Off White,https://www.very.co.uk/barbour-international-diablo-quilted-sweat-off-white/1601183811.prd
,12,very,Barbour International Diablo Quilted Sweat,Off White,https://www.very.co.uk/barbour-international-diablo-quilted-sweat-off-white/1601183811.prd
,14,very,Barbour International Diablo Quilted Sweat,Off White,https://www.very.co.uk/barbour-international-diablo-quilted-sweat-off-white/1601183811.prd
,16,very,Barbour International Diablo Quilted Sweat,Off White,https://www.very.co.uk/barbour-international-diablo-quilted-sweat-off-white/1601183811.prd
,18,very,Barbour International Diablo Quilted Sweat,Off White,https://www.very.co.uk/barbour-international-diablo-quilted-sweat-off-white/1601183811.prd
,8,very,Barbour International Ebony Quilted Sweat,Beige,https://www.very.co.uk/barbour-international-ebony-quilted-sweat-beige/1601144519.prd
,10,very,Barbour International Ebony Quilted Sweat,Beige,https://www.very.co.uk/barbour-international-ebony-quilted-sweat-beige/1601144519.prd
,12,very,Barbour International Ebony Quilted Sweat,Beige,https://www.very.co.uk/barbour-international-ebony-quilted-sweat-beige/1601144519.prd
,14,very,Barbour International Ebony Quilted Sweat,Beige,https://www.very.co.uk/barbour-international-ebony-quilted-sweat-beige/1601144519.prd
,16,very,Barbour International Ebony Quilted Sweat,Beige,https://www.very.co.uk/barbour-international-ebony-quilted-sweat-beige/1601144519.prd
,18,very,Barbour International Ebony Quilted Sweat,Beige,https://www.very.co.uk/barbour-international-ebony-quilted-sweat-beige/1601144519.prd
,XXL,very,Barbour International Ewan Hoodie,Navy,https://www.very.co.uk/barbour-international-ewan-hoodie-navy/1601174488.prd
,XXXL,very,Barbour International Ewan Hoodie,Navy,https://www.very.co.uk/barbour-international-ewan-hoodie-navy/1601174488.prd
,L,very,Barbour International Ewan Hoodie,Navy,https://www.very.co.uk/barbour-international-ewan-hoodie-navy/1601174488.prd
,M,very,Barbour International Ewan Hoodie,Navy,https://www.very.co.uk/barbour-international-ewan-hoodie-navy/1601174488.prd
,S,very,Barbour International Ewan Hoodie,Navy,https://www.very.co.uk/barbour-international-ewan-hoodie-navy/1601174488.prd
,XL,very,Barbour International Ewan Hoodie,Navy,https://www.very.co.uk/barbour-international-ewan-hoodie-navy/1601174488.prd
,XXL,very,Barbour International Exclusive - Overhead Hoodie Tracksuit,Black,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-tracksuit-black/1601023471.prd
,XXXL,very,Barbour International Exclusive - Overhead Hoodie Tracksuit,Black,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-tracksuit-black/1601023471.prd
,L,very,Barbour International Exclusive - Overhead Hoodie Tracksuit,Black,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-tracksuit-black/1601023471.prd
,M,very,Barbour International Exclusive - Overhead Hoodie Tracksuit,Black,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-tracksuit-black/1601023471.prd
,S,very,Barbour International Exclusive - Overhead Hoodie Tracksuit,Black,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-tracksuit-black/1601023471.prd
,XL,very,Barbour International Exclusive - Overhead Hoodie Tracksuit,Black,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-tracksuit-black/1601023471.prd
,XXL,very,Barbour International Exclusive - Overhead Hoodie Tracksuit,Grey,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-tracksuit-grey/1601023470.prd
,XXXL,very,Barbour International Exclusive - Overhead Hoodie Tracksuit,Grey,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-tracksuit-grey/1601023470.prd
,L,very,Barbour International Exclusive - Overhead Hoodie Tracksuit,Grey,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-tracksuit-grey/1601023470.prd
,M,very,Barbour International Exclusive - Overhead Hoodie Tracksuit,Grey,https://www.very.co.uk/barbour-international-exclusive-overhead-hoodie-tracksuit-grey/1601023470.prd
